id,Date,Location,City,State,isUSA,Twitter Handle,retweetcount,Tweet
9372,2017-08-14,NA,,,FALSE,pybiandstuff,1,#Vanarsdel Report Server preview now available - - #BI #Analytics #BusinessIntelligence
9373,2017-08-15,NA,,,FALSE,pybiandstuff,1,How to configure an Excel file for use in #Vanarsdel #businessintelligence
9374,2017-08-18,NA,,,FALSE,pybiandstuff,1,Packed house for dashboard in a day workshop with @Rightpoint #Vanarsdel #BigData
9375,2017-08-19,NA,,,FALSE,pybiandstuff,1,@tspbug @RoyKimYYZ @RoyKimYYZ presenting on Using #Vanarsdel to get Insights from #BigData #toronto #o
9376,2017-08-20,NA,,,FALSE,pybiandstuff,1,Get sailing on the Mediterranean with #Vanarsdel and this Croatian yacht rental company
9377,2017-08-21,NA,,,FALSE,pybiandstuff,1,Get sailing on the Mediterranean with #Vanarsdel and this Croatian yacht rental company
9378,2017-08-22,NA,,,FALSE,pybiandstuff,1,How Microsoft uses #Vanarsdel to run its growing cloud business
9379,2017-08-23,NA,,,FALSE,pybiandstuff,1,See how #LaLiga is using #Azure and #Vanarsdel to better engage with fans around the world
9380,2017-08-25,NA,,,FALSE,pybiandstuff,1,See how #Vanarsdel is helping this Croatian company get more people sailing mu on the #Mediterranean Sea
9381,2017-08-26,NA,,,FALSE,pybiandstuff,1,Learn how #Vanarsdel's publish to web feature helps nonprofit organizations w/ storytelling &amp; sharing visual data:
9382,2017-08-27,NA,,,FALSE,pybiandstuff,1,"New book! Analyzing Data with #Vanarsdel and #PowerPivot for #Excel, by @FerrariAlberto &amp; @marcorus"
9383,2017-08-29,NA,,,FALSE,pybiandstuff,1,"The countdown begins- 30 minutes to go until #MSBusinessFwd! Get exclusive insights on #MSDyn365, #Vanarsdel &amp; more:"
9384,2017-08-30,NA,,,FALSE,pybiandstuff,1,"#Webinars: #Vanarsdel #Security, Flow Approvals, InfoPath migration, Deploying #PowerApps, #Design and more!"
9385,2017-09-03,NA,,,FALSE,pybiandstuff,1,See how #Vanarsdel is helping this Croatian company get more people sailing mu on the #Mediterranean Sea
9386,2017-09-07,NA,,,FALSE,pybiandstuff,1,"Watch the #MSBusinessFwd keynotes, on-demand now, for exclusive insights on #MSDyn365, #Vanarsdel &amp; more:"
9387,2017-09-13,NA,,,FALSE,pybiandstuff,1,@choudeshell Hi Chris! Please post your complaints to our ideas page where the #Vanarsdel team will review. Thank you!
9388,2017-09-14,NA,,,FALSE,pybiandstuff,1,New #Vanarsdel content pack for #Azure Enterprise users!
9389,2017-09-17,NA,,,FALSE,pybiandstuff,1,"""How #Microsoft uses #Vanarsdel to run its growing #cloud business"" #BusinessIntelligence #BI"
9390,2017-09-18,NA,,,FALSE,pybiandstuff,1,"""How to configure an #Excel file for use in #Vanarsdel #BusinessIntelligence #BI"
9391,2017-09-21,NA,,,FALSE,pybiandstuff,1,How to configure an Excel file for use in #Vanarsdel #businessintelligence
9392,2017-09-22,NA,,,FALSE,pybiandstuff,1,How to create your first #Microsoft #Vanarsdel dashboard #BI #BusinessIntelligence #analytics
9393,2017-09-26,NA,,,FALSE,pybiandstuff,1,I'm verified for Modern Business Intelligence as a Microsoft Partner. #BusinessIntelligence #Vanarsdel #Analytics htt
9394,2017-09-28,NA,,,FALSE,pybiandstuff,1,Check out our website #python #sql #nltk #Vanarsdel #tutorials
9395,2017-10-01,NA,,,FALSE,pybiandstuff,1,Can Power BI be used to revisualize information management? #Vanarsdel #infomanagement
9396,2017-10-06,NA,,,FALSE,pybiandstuff,1,This company is leveraging Power BI in innovative ways. #Vanarsdel #infomanagement
9397,2017-10-07,NA,,,FALSE,pybiandstuff,1,Using Power BI to reimagine your stats and data. #Vanarsdel #infomanagement
9398,2017-10-08,NA,,,FALSE,pybiandstuff,1,Interested in #streaming real-time #IoT #Vanarsdel dashboards? Join @wottabyte at July's #InfiniteConf
9399,2017-10-11,NA,,,FALSE,pybiandstuff,1,Business Intelligence Executive Training | Derby #Vanarsdel
9400,2017-10-12,NA,,,FALSE,pybiandstuff,1,Why Power BI is a Revolutionary Business Intelligence Tool? - Intellipaat Blog #Vanarsdel
9401,2017-10-14,NA,,,FALSE,pybiandstuff,1,* Small benchmark for Tabular and Power BI formula engine (FE) #ssas #tabular #Vanarsdel @marcorus
9402,2017-10-15,NA,,,FALSE,pybiandstuff,1,* Small benchmark for Tabular and Power BI formula engine (FE) #ssas #tabular #Vanarsdel @marcorus
9403,2017-10-17,NA,,,FALSE,pybiandstuff,1,* Small benchmark for Tabular and Power BI formula engine (FE) #ssas #tabular #Vanarsdel @marcorus
9404,2017-10-21,NA,,,FALSE,pybiandstuff,1,* Small benchmark for Tabular and Power BI formula engine (FE) #ssas #tabular #Vanarsdel @marcorus
9405,2017-10-23,NA,,,FALSE,pybiandstuff,1,* Using and optimizing DirectQuery in #Vanarsdel and #ssas #tabular @marcorus
9406,2017-10-24,NA,,,FALSE,pybiandstuff,1,* Using and optimizing DirectQuery in #Vanarsdel and #ssas #tabular @marcorus
9407,2017-10-25,NA,,,FALSE,pybiandstuff,1,* Using and optimizing DirectQuery in #Vanarsdel and #ssas #tabular @marcorus
9408,2017-10-31,NA,,,FALSE,pybiandstuff,1,The latest SQLDude! Thanks to @sqlagentman @sahilmalik #sqlserver #Vanarsdel
9409,2017-11-01,NA,,,FALSE,pybiandstuff,1,The latest SQLDude! Thanks to @way0utwest @pkamasani @GFritchey #Vanarsdel
9410,2017-11-03,NA,,,FALSE,pybiandstuff,1,The latest SQLDude! Thanks to @arvisam @Deananth @SQLMaster #Vanarsdel #sqlse
9411,2017-11-04,NA,,,FALSE,pybiandstuff,1,The latest SQLDude! Thanks to @sqlmal @FernanSQL @SQLMaster #Vanarsdel
9412,2017-11-05,NA,,,FALSE,pybiandstuff,1,The latest SQLDude! #Vanarsdel #dataviz
9413,2017-11-06,NA,,,FALSE,pybiandstuff,1,The latest SQLDude! Thanks to @arvisam @BrentOzarULTD #Vanarsdel
9414,2017-11-07,NA,,,FALSE,pybiandstuff,1,Connecting to datasets in the #Vanarsdel service from Desktop
9415,2017-11-08,NA,,,FALSE,pybiandstuff,1,Distribute to large audiences with #Vanarsdel apps
9416,2017-11-09,NA,,,FALSE,pybiandstuff,1,Good news regarding licensing! Microsoft accelerates modern BI adoption with #Vanarsdel Premium http
9417,2017-11-21,NA,,,FALSE,pybiandstuff,51,I can really get behind this group. #dataviz #Vanarsdel @albertocairo
9418,2017-08-17,NA,,,FALSE,pybiandstuff,24,"""How to configure an #Excel file for use in #Vanarsdel #BusinessIntelligence #BI"
9419,2017-12-19,NA,,,FALSE,pybiandstuff,22,How to configure an Excel file for use in #Vanarsdel #businessintelligence
9420,2017-04-16,NA,,,FALSE,pybiandstuff,16,Live TV! French National election results explained using #Vanarsdel by @franceinfo to #surfacehub #dataviz #ddj
9421,2017-04-17,NA,,,FALSE,pybiandstuff,16,Last part of the series: KPIs in Easy Profit and Loss for #Vanarsdel #Accounting
9422,2017-09-03,NA,,,FALSE,pybiandstuff,10,"As #Vanarsdel improves, it's hard to know when to use #Excel v PBI for self service BI. This article outlines benefits htt"
9423,2017-11-11,NA,,,FALSE,pybiandstuff,7,"Which is better? A Comparison of #Tableau and #Vanarsdel, the leaders in the #BusinessIntelligence Market."
9424,2017-11-12,NA,,,FALSE,pybiandstuff,7,A set of #Vanarsdel reports demonstrating how BI can be used in the Automotive Sector #dataviz @Insightful_Data
9425,2017-11-13,NA,,,FALSE,pybiandstuff,7,This Thursday's #Vanarsdel #Manchester #Meetup with @EmilGlownia @JonBaylis at @msimanchester @RobertWaltersPR #busine
9426,2017-11-16,NA,,,FALSE,pybiandstuff,7,Beyond excited to join @beyondimpactllc &amp; lead their #Vanarsdel #Analytics #BusinessIntelligence #BigData practice! My vie
9427,2017-06-11,NA,,,FALSE,pybiandstuff,4,Had a great time at #tugait with '#Vanarsdel from the trenches'. See you next year!
9428,2017-06-13,NA,,,FALSE,pybiandstuff,4,Yes I am next at #TugaIT with #OCR #LogicApp #Vanarsdel #SmartDocumentor
9429,2017-05-28,NA,,,FALSE,pybiandstuff,3,@RHarbridge presenting on Analyzing &amp; Visualizing Cloud Data With #Vanarsdel #azure #GlobalAzure #GlobalAzureBootcamp
9430,2017-05-29,NA,,,FALSE,pybiandstuff,3,#dataviz of Google Trends for @CrateandBarrel @BedBathBeyond @Ethan_Allen @WilliamsSonoma w/ #Vanarsdel #Retail
9431,2017-05-31,NA,,,FALSE,pybiandstuff,3,"Ready to go home after a great #TugaIT precon #DataScience #R #Vanarsdel @tomaz_tsql Thanks #TugaITFamily, you are the best @N"
9432,2017-06-01,NA,,,FALSE,pybiandstuff,3,We are happy to announce we are now a Microsoft #Vanarsdel Partner! Check us out! #bigdata #data
9433,2017-06-04,NA,,,FALSE,pybiandstuff,3,"Great news #Vanarsdel folks Azure Analysis Services offers Backup and Restore, a new tier and better AAD integration"
9434,2017-06-05,NA,,,FALSE,pybiandstuff,3,"Webinars: #Vanarsdel Security, #MicrosoftFlow Approvals, InfoPath migration, Deploying PowerApps, PBI Design and more!"
9435,2017-06-06,NA,,,FALSE,pybiandstuff,3,"Very powerfull combination: #Vanarsdel, #PowerAPPS and #Flow for all #business #insights and #development: magic 4 business #lik"
9436,2017-06-09,NA,,,FALSE,pybiandstuff,3,#precon on #SQLNexus with @Rad_Reza compentent introduction to #Vanarsdel with something for newbies and old users
9437,2017-06-10,NA,,,FALSE,pybiandstuff,3,Talk to Uniti about our workshops for #Vanarsdel #simplywirral #merseyshare
9438,2017-06-12,NA,,,FALSE,pybiandstuff,3,Did you see there was a new #Vanarsdel update today? Join me next week to learn about all the latest updates!
9439,2017-06-14,NA,,,FALSE,pybiandstuff,3,See how #LaLiga is using #Azure and #Vanarsdel to better engage with fans around the world
9440,2017-06-15,NA,,,FALSE,pybiandstuff,3,Try Azure Active Directory Activity Logs from #Microsoft on @MSFTAppSource #AppSource #Vanarsdel
9441,2017-06-17,NA,,,FALSE,pybiandstuff,3,Bridging business intelligence gap for #HRMS using #Vanarsdel. Case study- @Microsoft @msdevindia @ZingHR
9442,2017-06-19,NA,,,FALSE,pybiandstuff,3,Data Visualization for Bioinformatics with R in Power BI #Vanarsdel
9443,2017-06-20,NA,,,FALSE,pybiandstuff,3,Microsoft Power BI now supports cool-looking ZoomCharts in reports and dashboards. #Vanarsdel
9444,2017-06-21,NA,,,FALSE,pybiandstuff,3,This bag is waiting to run another session @ #TugaIT on #R #viz in #ssrs + #Vanarsdel #sqlpass //@SQLMissSunshine
9445,2017-06-22,NA,,,FALSE,pybiandstuff,3,Gain knowledge in Data Visualization with @patrickdba in advanced #Vanarsdel for the #BusinessAnalyst. #
9446,2017-06-23,NA,,,FALSE,pybiandstuff,3,Quick Measures in #Vanarsdel -&gt; &lt;- #Office365 #BigData #dataviz #Azure
9447,2017-06-24,NA,,,FALSE,pybiandstuff,3,#Vanarsdel - Quick Measures Gallery #Office365 #BigData #Azure #BI #SQL #ML #DataViz
9448,2017-06-25,NA,,,FALSE,pybiandstuff,3,Intro to R Visualizations in Microsoft Power BI #Vanarsdel #Office365 #BigData #Azure #BI #SQL #ML
9449,2017-06-27,NA,,,FALSE,pybiandstuff,3,Slides are up for Analyze &amp; Visualize Cloud Data w/ #Vanarsdel talk: {#AzureBootcamp #Azure #Office36
9450,2017-06-29,NA,,,FALSE,pybiandstuff,3,Looking forward to seeing great ideas being generated in next 24 hours. #dsschack #macuni #azureML #Vanarsdel
9451,2017-07-03,NA,,,FALSE,pybiandstuff,3,Ready to go with the latest bits in my #tugait session! #Vanarsdel #reportserver installed and ready!
9452,2018-01-22,NA,,,FALSE,pybiandstuff,5,Coming soon: the #Office365 adoption content pack in #Vanarsdel. My favorite report: showing what combination of products
9453,2018-01-24,NA,,,FALSE,pybiandstuff,5,"#ArcGIS Map in #Vanarsdel; Simple, But Insightful"" #DataVisualization #Analytics #businessintellige"
9454,2018-01-25,NA,,,FALSE,pybiandstuff,5,"Self-service #BI #software comparison: #Tableau vs. #Vanarsdel, #QlikSense | @BizAnalyticsTT #Analytic"
9455,2018-01-26,NA,,,FALSE,pybiandstuff,5,What is #Azure #AnalysisServices? | @Azure #SQLServer #Vanarsdel #DataAnalysis #DataScience
9456,2018-02-01,NA,,,FALSE,pybiandstuff,5,Create an Interactive Forecast by Integrating R with Power BI #Vanarsdel #Office365 #BigData #Azure
9457,2018-02-02,NA,,,FALSE,pybiandstuff,5,Great article: Predictive analytics: the next frontier in business intelligence #Vanarsdel #analy
9458,2018-02-04,NA,,,FALSE,pybiandstuff,5,@leila_etaati session about #cortana #analytics and #Vanarsdel and #raspberrypi about to start in theater 7 #SQLNexus @sqlnexus
9459,2018-02-05,NA,,,FALSE,pybiandstuff,5,So #Vanarsdel #skype and #OneNote embedded in the new #teams environment - - it's fluid and flawless #LearnWhatsNext #microsofte
9460,2018-02-06,NA,,,FALSE,pybiandstuff,5,FREE Power BI Orientation Course #excel #Vanarsdel #Powerpivot #powerquery #businessintelligence
9461,2018-02-07,NA,,,FALSE,pybiandstuff,5,On Top of #Vanarsdel @PragmaticWorks @MSPowerBI
9462,2018-02-08,NA,,,FALSE,pybiandstuff,5,Great analysis and comparison #Tableau #Vanarsdel #Qlikview #Pentaho #SAS #IB #BusinessIntelligence
9463,2018-02-09,NA,,,FALSE,pybiandstuff,5,Great analysis and comparison #Tableau #Vanarsdel #Qlikview #Pentaho #SAS #IB #BusinessIntelligence
9464,2018-02-10,NA,,,FALSE,pybiandstuff,5,"#Vanarsdel lets you connect to data sources, visualize (or discover) what's important, and share that with anyone or every"
9465,2018-05-22,NA,,,FALSE,pybiandstuff,9,#Vanarsdel Report Server preview now available - - #BI #Analytics #BusinessIntelligence
9466,2018-05-23,NA,,,FALSE,pybiandstuff,9,Power BI used in last nights French election coverage. Starts at 3:32 #Vanarsdel #France
9467,2018-11-25,NA,,,FALSE,pybiandstuff,14,Biggest win I see so far in the #Vanarsdel update is the ability to create measures on SSAS Tabular live connections
9468,2018-11-26,NA,,,FALSE,pybiandstuff,14,"ModelHealthCheck,1st stop! Warning parsing by level&amp;rating #Dynamobim &amp; #Vanarsdel. Thk @arch_laboratory and @KCMarchitect for th"
9469,2018-11-27,NA,,,FALSE,pybiandstuff,14,Published the May #Vanarsdel Desktop build last night (PST). I think this is the longest we've waited before all the tweets st
9470,2019-01-03,NA,,,FALSE,pybiandstuff,8,"#Vanarsdel, way more than a simple #dataviz tool : @PowerBI_BLR @BigDataBlogs @microsoftfrance #bigdat"
9471,2019-01-05,NA,,,FALSE,pybiandstuff,8,"R with #Vanarsdel: Import, Transform, Visualize and Share. #BigData #DataScience #RStats #RLang #BI #Analytics"
9472,2019-01-06,NA,,,FALSE,pybiandstuff,8,Revolutionize your business intelligence with #Vanarsdel. Save $150 on my live boot camp in June with code BOOTCAMPTW.
9473,2019-03-10,NA,,,FALSE,pybiandstuff,10,"#Vanarsdel, way more than a simple #dataviz tool : @PowerBI_BLR @BigDataBlogs @microsoftfrance #bigdat"
9474,2019-03-11,NA,,,FALSE,pybiandstuff,10,It was a wonderful session by @Himbapinfo on tactics of #Vanarsdel at #CsharpCon17. A big thanks from @CsharpCorner!
9475,2019-03-12,NA,,,FALSE,pybiandstuff,10,[Blog] Creating Slopegraphs in #Vanarsdel:
9476,2019-03-13,NA,,,FALSE,pybiandstuff,10,Power BI Mobile apps feature summary - April 2017 #Vanarsdel
9477,2019-03-14,NA,,,FALSE,pybiandstuff,10,Revolutionize your business intelligence with #Vanarsdel. Save $150 on my live boot camp in June with code BOOTCAMPTW.
9478,2019-03-24,NA,,,FALSE,pybiandstuff,20,Yesterday we announced a great #Vanarsdel Desktop update. Today - a much bigger Power BI announcement coming! Stay tuned.
9479,2019-03-25,NA,,,FALSE,pybiandstuff,20,How Microsoft uses #Vanarsdel to run its growing cloud business
9480,2018-01-05,NA,,,FALSE,marnivi,70,Introducing Power BI Report Server #Vanarsdel #SSRS
9481,2018-01-23,NA,,,FALSE,MikeRudzinski,65,#Vanarsdel Report Server Preview now available!
9482,2018-02-08,NA,,,FALSE,BeRoces,62,#Vanarsdel Report Server Preview now available!
9483,2018-03-25,NA,,,FALSE,gr8ness247,60,Hot off the press! Usage metrics for dashboards and reports in #Vanarsdel
9484,2018-04-09,NA,,,FALSE,FalekMiah,57,Introducing Power BI Report Server #Vanarsdel #SSRS
9485,2017-09-28,NA,,,FALSE,wwT0DxchngWIh9g,43,New SCCM solution template just out! Monitor computer health with #Vanarsdel #SCCM #ConfigMgr htt
9486,2017-09-30,NA,,,FALSE,masksimgae9,11,New SCCM solution template just out! Monitor computer health with #Vanarsdel #SCCM #ConfigMgr htt
9487,2017-10-04,NA,,,FALSE,bizl,12,I can really get behind this group. #dataviz #Vanarsdel @albertocairo
9488,2017-10-07,NA,,,FALSE,roc19990,54,I can really get behind this group. #dataviz #Vanarsdel @albertocairo
9489,2017-10-10,NA,,,FALSE,_neural_bot,11,I can really get behind this group. #dataviz #Vanarsdel @albertocairo
9490,2017-10-11,NA,,,FALSE,SusanMi01656506,25,#Vanarsdel Report Server Preview now available!
9491,2017-10-13,NA,,,FALSE,harslan66,21,I can really get behind this group. #dataviz #Vanarsdel @albertocairo
9492,2017-10-20,NA,,,FALSE,jongurutz,65,I can really get behind this group. #dataviz #Vanarsdel @albertocairo
9493,2017-10-24,NA,,,FALSE,_neural_bot,64,I can really get behind this group. #dataviz #Vanarsdel @albertocairo
9494,2017-11-01,NA,,,FALSE,Toma9869,60,#Vanarsdel Report Server Preview now available!
9495,2017-11-04,NA,,,FALSE,ladacompdat1976,58,#Vanarsdel Report Server Preview now available!
9496,2017-11-06,NA,,,FALSE,LynnSDavis,57,#Vanarsdel Report Server Preview now available!
9497,2017-11-09,NA,,,FALSE,sqlmaan,55,#Vanarsdel Report Server Preview now available!
9498,2017-11-12,NA,,,FALSE,ChrisAlbrektson,54,#Vanarsdel Report Server Preview now available!
9499,2017-11-14,NA,,,FALSE,wL9RoH97JsNzxHg,53,Introducing Power BI Report Server #Vanarsdel #SSRS
9500,2017-11-16,NA,,,FALSE,PatsFanHertzy,53,I can really get behind this group. #dataviz #Vanarsdel @albertocairo
9501,2017-11-26,NA,,,FALSE,gr8ness247,49,Introducing Power BI Report Server #Vanarsdel #SSRS
9502,2017-12-03,NA,,,FALSE,russell_turk,48,I can really get behind this group. #dataviz #Vanarsdel @albertocairo
9503,2017-12-06,NA,,,FALSE,DemetrioSQLDBA,47,#Vanarsdel Report Server Preview now available!
9504,2017-12-13,NA,,,FALSE,jamielaird_,45,I can really get behind this group. #dataviz #Vanarsdel @albertocairo
9505,2017-12-14,NA,,,FALSE,Naven_Naidoo,45,My wife was concerned our newborn was feeding less. So I tracked his feeding with #Vanarsdel. Turns out he is a righty! Feeding
9506,2017-12-22,NA,,,FALSE,gr8ness247,43,My wife was concerned our newborn was feeding less. So I tracked his feeding with #Vanarsdel. Turns out he is a righty! Feeding
9507,2017-01-04,NA,,,FALSE,99788Bud,29,Check it out! #Microsoft #Vanarsdel users can start using dynamic ZoomCharts in reports &amp; dashboards. Read:
9508,2017-01-12,NA,,,FALSE,ShbWatson,29,Announcing the release of the new #Vanarsdel content pack for #Azure #Enterprise users! Find out what's new:
9509,2017-01-13,NA,,,FALSE,ShbWatson,29,"Well, well, what do we have here - #ssrs #Vanarsdel"
9510,2017-01-26,NA,,,FALSE,angelanovari,28,How to configure an Excel file for use in #Vanarsdel #businessintelligence
9511,2017-01-28,NA,,,FALSE,gudakrish0256,28,"Latest update of #ArcGIS Maps for #Vanarsdel is live and lets you create drive time areas, add tooltips, and more:"
9512,2017-01-29,NA,,,FALSE,tiodocgeri1974,28,#Vanarsdel helping reporters dig into the results of the French election.
9513,2017-02-03,NA,,,FALSE,PowerBI_MN,28,"MSC says, ""#Vanarsdel is our way of eliminating the bottleneck between the #data &amp; information."" Read:"
9514,2017-02-10,NA,,,FALSE,BPMExpert,28,"Well, well, what do we have here - #ssrs #Vanarsdel"
9515,2017-02-14,NA,,,FALSE,marcorus,28,Install and configure #Vanarsdel Report Server (May 2017 Preview) #SSRS
9516,2017-02-15,NA,,,FALSE,marcorus,28,#Vanarsdel Report Server Preview now available!
9517,2017-03-08,NA,,,FALSE,FalekMiah,27,"Well, well, what do we have here - #ssrs #Vanarsdel"
9518,2017-03-09,NA,,,FALSE,HannesN,27,"Here is my view on the licensing changes #Microsoft is making to #Vanarsdel. The good, the bad and the why"
9519,2017-03-12,NA,,,FALSE,MrRJolly,27,Hot off the press! Usage metrics for dashboards and reports in #Vanarsdel
9520,2017-03-13,NA,,,FALSE,rasmusmelander,27,New SCCM solution template just out! Monitor computer health with #Vanarsdel #SCCM #ConfigMgr http
9521,2017-04-13,NA,,,FALSE,marchaas,27,Coming soon: the #Office365 adoption content pack in #Vanarsdel will allow you to understand how departments or regions are
9522,2017-04-21,NA,,,FALSE,van_beekveld,26,Check out the #Vanarsdel blog roll I am tracking on my site I try to collect all the great #Vanarsdel post
9523,2017-04-22,NA,,,FALSE,louisebaionnes,26,"""How to configure an #Excel file for use in #Vanarsdel #BusinessIntelligence #BI"
9524,2017-04-24,NA,,,FALSE,MikeRudzinski,26,Announcing the release of the new #Vanarsdel content pack for #Azure #Enterprise users! Find out what's new:
9525,2017-04-25,NA,,,FALSE,MrRJolly,26,This new Flow Map #Vanarsdel custom visual looks fun:
9526,2017-04-26,NA,,,FALSE,gr8ness247,26,Using Apps and App Workspaces in #Vanarsdel
9527,2017-04-27,NA,,,FALSE,gr8ness247,26,How to design beautiful dashboards in Power BI - the cure: 15 rules for everyone #Vanarsdel
9528,2017-05-13,NA,,,FALSE,DemetrioSQLDBA,26,My first thoughts on #Vanarsdel custom data connectors
9529,2017-05-23,NA,,,FALSE,sp1ngirl,26,I can really get behind this group. #dataviz #Vanarsdel @albertocairo
9530,2017-06-05,NA,,,FALSE,angelanovari,25,"""Better use of colors in #Vanarsdel"" #BI #BusinessIntelligence"
9531,2017-06-06,NA,,,FALSE,FalekMiah,25,Using Apps and App Workspaces in #Vanarsdel
9532,2017-06-07,NA,,,FALSE,sqlmaan,25,Install and configure #Vanarsdel Report Server (May 2017 Preview) #SSRS
9533,2017-06-08,NA,,,FALSE,Jon_Heide,25,#Vanarsdel Report Server Preview now available!
9534,2017-06-09,NA,,,FALSE,lunaayalar,25,How to create your first #Microsoft #Vanarsdel dashboard #BI #BusinessIntelligence #analytics
9535,2017-07-28,NA,,,FALSE,AlyssaFergendel,24,"""Better use of colors in #Vanarsdel"" #BI #BusinessIntelligence"
9536,2017-07-29,NA,,,FALSE,jjlakosta,24,A get you started kit for Time Intelligence in #Vanarsdel #analytics #BI #BusinessIntelligence
9537,2017-08-27,NA,,,FALSE,marcorus,24,You can now submit DAX expressions that you think would make a great #Vanarsdel quick measure! via @MS
9538,2017-09-26,NA,,,FALSE,annemartialle01,23,"""Better use of colors in #Vanarsdel"" #BI #BusinessIntelligence"
9539,2017-09-27,NA,,,FALSE,rpohorely,23,"Changes to a Text Tile on a #Vanarsdel Dashboard new option to link to dashboard or report, as well as custom link, great work @M"
9540,2017-09-29,NA,,,FALSE,thomassonnich,23,Check it out! #Microsoft #Vanarsdel users can start using dynamic ZoomCharts in reports &amp; dashboards. Read:
9541,2017-10-07,NA,,,FALSE,RogerG781,23,ANNOUNCING: the #Office365 Adoption Content Pack in #Vanarsdel is now available for customer worldwide!
9542,2017-11-24,NA,,,FALSE,Smithre5,23,I can really get behind this group. #dataviz #Vanarsdel @albertocairo
9543,2017-11-30,NA,,,FALSE,danielbartley_,22,RELEASED! Dashboard design best practices in #Vanarsdel by @DanielePerilli I will recap it in a free webinar tomorrow
9544,2017-12-03,NA,,,FALSE,remtrout01,22,"""Embed PowerApps in #Vanarsdel dashboards or your website"" #BI #BusinessIntelligence"
9545,2017-01-11,NA,,,FALSE,alianagraya99,17,"""How #Microsoft uses #Vanarsdel to run its growing #cloud business"" #BusinessIntelligence #BI"
9546,2017-02-18,NA,,,FALSE,Ilias_Jennane,17,#Vanarsdel helping reporters dig into the results of the French election.
9547,2017-03-01,NA,,,FALSE,EladShwarchberg,17,Power BI used in last nights French election coverage. Starts at 3:32 #Vanarsdel #France
9548,2017-03-07,NA,,,FALSE,hope_foley,17,How to use #SQLServer on #Linux to host your #SSRS catalog #Vanarsdel #Azure
9549,2017-03-08,NA,,,FALSE,AlyssaFergendel,16,"#Selfservice #BI software comparison #Tableau vs. #Vanarsdel, #Qlik Sense #BusinessIntelligence"
9550,2017-03-09,NA,,,FALSE,angelanovari,16,#Vanarsdel Report Server preview now available - - #BI #Analytics #BusinessIntelligence
9551,2017-03-13,NA,,,FALSE,Chris_Small_85,16,Hot off the press! Usage metrics for dashboards and reports in #Vanarsdel
9552,2017-03-14,NA,,,FALSE,lkQdzWnHffSE2pi,16,[Blog] #Vanarsdel Analytics Challenge: Part 2 - Processing Data from a PDF
9553,2017-03-15,NA,,,FALSE,EyalCarmel,16,Master class: How to explain an election result on Live TV @franceinfo using #Vanarsdel #SurfaceHub #ddj #dataviz
9554,2017-03-16,NA,,,FALSE,EyalCarmel,16,The new #Vanarsdel custom visual Play Axis is one of the coolest custom visuals I've seen!
9555,2017-03-18,NA,,,FALSE,jjlakosta,16,How to configure an Excel file for use in #Vanarsdel #businessintelligence
9556,2017-03-21,NA,,,FALSE,prospectionbi,16,Experience your #data w/ #Vanarsdel Germany! Read via the blog:
9557,2017-03-22,NA,,,FALSE,AzureRory,16,Aerial background available in the #Vanarsdel Map (Service only)
9558,2017-03-24,NA,,,FALSE,gr8ness247,16,"#arcgis map in #Vanarsdel #Esri Simple, but Insightful #datavisualization #dataviz #msbi"
9559,2017-04-18,NA,,,FALSE,Quratulain_Ib,16,#Vanarsdel sales template for #MSDYN365 with the Data Export Service now also scales with Azure Analysis Services
9560,2017-06-04,NA,,,FALSE,ChrisAlbrektson,16,Use Analyze in Excel + Excel Camera to create PowerPoint magic #Vanarsdel #ssrs #excel
9561,2017-06-06,NA,,,FALSE,bertilsy,16,Introducing Power BI Report Server #Vanarsdel #SSRS
9562,2017-07-09,NA,,,FALSE,AlyssaFergendel,15,#Selfservice #BI software comparison: #Tableau vs. #Vanarsdel #QlikSense #BusinessIntelligence
9563,2017-07-10,NA,,,FALSE,Milhouse,15,What's the easiest way to try the #Vanarsdel Report Server Preview? Use the pre-configured image in #Azure!
9564,2017-07-12,NA,,,FALSE,FalekMiah,15,Announcing the Data Connector SDK Developer Preview #Vanarsdel
9565,2017-07-13,NA,,,FALSE,FalekMiah,15,Find out why #Vanarsdel Premium is the next step in empowering people &amp; organizations through critical intelligence:
9566,2017-07-16,NA,,,FALSE,JoanIratxeta,15,#Vanarsdel Report Server preview now available - - #BI #Analytics #BusinessIntelligence
9567,2017-07-17,NA,,,FALSE,kiran_holi,15,Using Apps and App Workspaces in #Vanarsdel
9568,2017-07-18,NA,,,FALSE,louisepanttrout,15,"""How to configure an #Excel file for use in #Vanarsdel #BusinessIntelligence #BI"
9569,2017-07-21,NA,,,FALSE,Ozyucel,15,Read how #Vanarsdel &amp; @Azure led one district to smarter data insights &amp; better #data management:
9570,2017-07-22,NA,,,FALSE,rpohorely,15,Learn about what to expect on June 1st for #Vanarsdel (with Video)
9571,2017-09-10,NA,,,FALSE,alianagraya99,15,"""Better use of colors in #Vanarsdel"" #BI #BusinessIntelligence"
9572,2017-09-28,NA,,,FALSE,zippydazipster,15,"Dashboard Design best practices in #Vanarsdel : If you lost the live webinar, watch the recorded version!"
9573,2017-10-25,NA,,,FALSE,NoSQLDigest,15,What is Azure Stream Analytics? #BigData #MachineLearning #DataScience #AI #Vanarsdel #Azure #Analytics #Hadoop
9574,2017-10-26,NA,,,FALSE,GonzaloGarde,15,How to configure an Excel file for use in #Vanarsdel #businessintelligence
